element,item,year,country,unit,value
Food supply,Soyabeans,1982,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1983,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1984,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1985,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1986,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1987,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1988,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1989,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1990,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1991,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1992,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1993,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1994,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1995,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1996,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1997,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1998,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1999,Lesotho,kcal/capita/day,
Food supply,Soyabeans,2000,Lesotho,kcal/capita/day,
Food supply,Soyabeans,2001,Lesotho,kcal/capita/day,
Food supply,Soyabeans,2002,Lesotho,kcal/capita/day,
Food supply,Soyabeans,2003,Lesotho,kcal/capita/day,
Food supply,Soyabeans,2004,Lesotho,kcal/capita/day,
Food supply,Soyabeans,2005,Lesotho,kcal/capita/day,
Food supply,Soyabeans,2006,Lesotho,kcal/capita/day,
Food supply,Soyabeans,2007,Lesotho,kcal/capita/day,
Food supply,Soyabeans,2008,Lesotho,kcal/capita/day,
Food supply,Soyabeans,2009,Lesotho,kcal/capita/day,
Food supply,Soyabeans,1961,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1962,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1963,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1964,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1965,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1966,Liberia,kcal/capita/day,5
Food supply,Soyabeans,1967,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1968,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1969,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1970,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1971,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1972,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1973,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1974,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1975,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1976,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1977,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1978,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1979,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1980,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1981,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1982,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1983,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1984,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1985,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1986,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1987,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1988,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1989,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1990,Liberia,kcal/capita/day,23
Food supply,Soyabeans,1991,Liberia,kcal/capita/day,4
Food supply,Soyabeans,1992,Liberia,kcal/capita/day,25
Food supply,Soyabeans,1993,Liberia,kcal/capita/day,7
Food supply,Soyabeans,1994,Liberia,kcal/capita/day,8
Food supply,Soyabeans,1995,Liberia,kcal/capita/day,9
Food supply,Soyabeans,1996,Liberia,kcal/capita/day,9
Food supply,Soyabeans,1997,Liberia,kcal/capita/day,9
Food supply,Soyabeans,1998,Liberia,kcal/capita/day,8
Food supply,Soyabeans,1999,Liberia,kcal/capita/day,8
Food supply,Soyabeans,2000,Liberia,kcal/capita/day,8
Food supply,Soyabeans,2001,Liberia,kcal/capita/day,8
Food supply,Soyabeans,2002,Liberia,kcal/capita/day,9
Food supply,Soyabeans,2003,Liberia,kcal/capita/day,9
Food supply,Soyabeans,2004,Liberia,kcal/capita/day,10
Food supply,Soyabeans,2005,Liberia,kcal/capita/day,10
Food supply,Soyabeans,2006,Liberia,kcal/capita/day,7
Food supply,Soyabeans,2007,Liberia,kcal/capita/day,7
Food supply,Soyabeans,2008,Liberia,kcal/capita/day,7
Food supply,Soyabeans,2009,Liberia,kcal/capita/day,6
Food supply,Soyabeans,1961,Libya,kcal/capita/day,0
Food supply,Soyabeans,1962,Libya,kcal/capita/day,0
Food supply,Soyabeans,1963,Libya,kcal/capita/day,0
Food supply,Soyabeans,1964,Libya,kcal/capita/day,0
Food supply,Soyabeans,1965,Libya,kcal/capita/day,0
Food supply,Soyabeans,1966,Libya,kcal/capita/day,0
Food supply,Soyabeans,1967,Libya,kcal/capita/day,0
Food supply,Soyabeans,1968,Libya,kcal/capita/day,0
Food supply,Soyabeans,1969,Libya,kcal/capita/day,0
Food supply,Soyabeans,1970,Libya,kcal/capita/day,0
Food supply,Soyabeans,1971,Libya,kcal/capita/day,0
Food supply,Soyabeans,1972,Libya,kcal/capita/day,0
Food supply,Soyabeans,1973,Libya,kcal/capita/day,0
Food supply,Soyabeans,1974,Libya,kcal/capita/day,0
Food supply,Soyabeans,1975,Libya,kcal/capita/day,0
Food supply,Soyabeans,1976,Libya,kcal/capita/day,0
Food supply,Soyabeans,1977,Libya,kcal/capita/day,0
Food supply,Soyabeans,1978,Libya,kcal/capita/day,1
Food supply,Soyabeans,1979,Libya,kcal/capita/day,0
Food supply,Soyabeans,1980,Libya,kcal/capita/day,0
Food supply,Soyabeans,1981,Libya,kcal/capita/day,0
Food supply,Soyabeans,1982,Libya,kcal/capita/day,1
Food supply,Soyabeans,1983,Libya,kcal/capita/day,0
Food supply,Soyabeans,1984,Libya,kcal/capita/day,0
Food supply,Soyabeans,1985,Libya,kcal/capita/day,0
Food supply,Soyabeans,1986,Libya,kcal/capita/day,3
Food supply,Soyabeans,1987,Libya,kcal/capita/day,0
Food supply,Soyabeans,1988,Libya,kcal/capita/day,0
Food supply,Soyabeans,1989,Libya,kcal/capita/day,7
Food supply,Soyabeans,1990,Libya,kcal/capita/day,5
Food supply,Soyabeans,1991,Libya,kcal/capita/day,3
Food supply,Soyabeans,1992,Libya,kcal/capita/day,0
Food supply,Soyabeans,1993,Libya,kcal/capita/day,0
Food supply,Soyabeans,1994,Libya,kcal/capita/day,0
Food supply,Soyabeans,1995,Libya,kcal/capita/day,16
Food supply,Soyabeans,1996,Libya,kcal/capita/day,3
Food supply,Soyabeans,1997,Libya,kcal/capita/day,0
Food supply,Soyabeans,1998,Libya,kcal/capita/day,9
Food supply,Soyabeans,1999,Libya,kcal/capita/day,10
Food supply,Soyabeans,2000,Libya,kcal/capita/day,5
Food supply,Soyabeans,2001,Libya,kcal/capita/day,17
Food supply,Soyabeans,2002,Libya,kcal/capita/day,0
Food supply,Soyabeans,2003,Libya,kcal/capita/day,4
Food supply,Soyabeans,2004,Libya,kcal/capita/day,20
Food supply,Soyabeans,2005,Libya,kcal/capita/day,0
Food supply,Soyabeans,2006,Libya,kcal/capita/day,0
Food supply,Soyabeans,2007,Libya,kcal/capita/day,0
Food supply,Soyabeans,2008,Libya,kcal/capita/day,0
Food supply,Soyabeans,2009,Libya,kcal/capita/day,0
Food supply,Soyabeans,1992,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,1993,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,1994,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,1995,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,1996,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,1997,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,1998,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,1999,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,2000,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,2001,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,2002,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,2003,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,2004,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,2005,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,2006,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,2007,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,2008,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,2009,Lithuania,kcal/capita/day,0
Food supply,Soyabeans,1961,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1962,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1963,Low Income Food Deficit Countries + (Total),kcal/capita/day,3
Food supply,Soyabeans,1964,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1965,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1966,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1967,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1968,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1969,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1970,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1971,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1972,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1973,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1974,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1975,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1976,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1977,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1978,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1979,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1980,Low Income Food Deficit Countries + (Total),kcal/capita/day,5
Food supply,Soyabeans,1981,Low Income Food Deficit Countries + (Total),kcal/capita/day,5
Food supply,Soyabeans,1982,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1983,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1984,Low Income Food Deficit Countries + (Total),kcal/capita/day,3
Food supply,Soyabeans,1985,Low Income Food Deficit Countries + (Total),kcal/capita/day,3
Food supply,Soyabeans,1986,Low Income Food Deficit Countries + (Total),kcal/capita/day,3
Food supply,Soyabeans,1987,Low Income Food Deficit Countries + (Total),kcal/capita/day,3
Food supply,Soyabeans,1988,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1989,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1990,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1991,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1992,Low Income Food Deficit Countries + (Total),kcal/capita/day,5
Food supply,Soyabeans,1993,Low Income Food Deficit Countries + (Total),kcal/capita/day,5
Food supply,Soyabeans,1994,Low Income Food Deficit Countries + (Total),kcal/capita/day,4
Food supply,Soyabeans,1995,Low Income Food Deficit Countries + (Total),kcal/capita/day,7
Food supply,Soyabeans,1996,Low Income Food Deficit Countries + (Total),kcal/capita/day,6
Food supply,Soyabeans,1997,Low Income Food Deficit Countries + (Total),kcal/capita/day,6
Food supply,Soyabeans,1998,Low Income Food Deficit Countries + (Total),kcal/capita/day,8
Food supply,Soyabeans,1999,Low Income Food Deficit Countries + (Total),kcal/capita/day,8
Food supply,Soyabeans,2000,Low Income Food Deficit Countries + (Total),kcal/capita/day,8
Food supply,Soyabeans,2001,Low Income Food Deficit Countries + (Total),kcal/capita/day,7
Food supply,Soyabeans,2002,Low Income Food Deficit Countries + (Total),kcal/capita/day,7
Food supply,Soyabeans,2003,Low Income Food Deficit Countries + (Total),kcal/capita/day,7
Food supply,Soyabeans,2004,Low Income Food Deficit Countries + (Total),kcal/capita/day,8
Food supply,Soyabeans,2005,Low Income Food Deficit Countries + (Total),kcal/capita/day,8
Food supply,Soyabeans,2006,Low Income Food Deficit Countries + (Total),kcal/capita/day,8
Food supply,Soyabeans,2007,Low Income Food Deficit Countries + (Total),kcal/capita/day,9
Food supply,Soyabeans,2008,Low Income Food Deficit Countries + (Total),kcal/capita/day,8
Food supply,Soyabeans,2009,Low Income Food Deficit Countries + (Total),kcal/capita/day,9
Food supply,Soyabeans,2000,Luxembourg,kcal/capita/day,0
Food supply,Soyabeans,2001,Luxembourg,kcal/capita/day,0
Food supply,Soyabeans,2002,Luxembourg,kcal/capita/day,0
Food supply,Soyabeans,2003,Luxembourg,kcal/capita/day,0
Food supply,Soyabeans,2004,Luxembourg,kcal/capita/day,0
Food supply,Soyabeans,2005,Luxembourg,kcal/capita/day,0
Food supply,Soyabeans,2006,Luxembourg,kcal/capita/day,0
Food supply,Soyabeans,2007,Luxembourg,kcal/capita/day,0
Food supply,Soyabeans,2008,Luxembourg,kcal/capita/day,0
Food supply,Soyabeans,2009,Luxembourg,kcal/capita/day,0
Food supply,Soyabeans,1961,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1962,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1963,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1964,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1965,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1966,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1967,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1968,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1969,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1970,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1971,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1972,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1973,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1974,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1975,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1976,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1977,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1978,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1979,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1980,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1981,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1982,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1983,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1984,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1985,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1986,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1987,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1988,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1989,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1990,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1991,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1992,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1993,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1994,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1995,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1996,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1997,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1998,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1999,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,2000,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,2001,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,2002,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,2003,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,2004,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,2005,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,2006,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,2007,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,2008,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,2009,Madagascar,kcal/capita/day,0
Food supply,Soyabeans,1961,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1962,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1963,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1964,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1965,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1966,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1967,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1968,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1969,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1970,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1971,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1972,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1973,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1974,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1975,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1976,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1977,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1978,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1979,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1980,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1981,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1982,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1983,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1984,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1985,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1986,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1987,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1988,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1989,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1990,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1991,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1992,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1993,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1994,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1995,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1996,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1997,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1998,Malawi,kcal/capita/day,0
Food supply,Soyabeans,1999,Malawi,kcal/capita/day,0
Food supply,Soyabeans,2000,Malawi,kcal/capita/day,2
Food supply,Soyabeans,2001,Malawi,kcal/capita/day,1
Food supply,Soyabeans,2002,Malawi,kcal/capita/day,4
Food supply,Soyabeans,2003,Malawi,kcal/capita/day,4
Food supply,Soyabeans,2004,Malawi,kcal/capita/day,4
Food supply,Soyabeans,2005,Malawi,kcal/capita/day,4
Food supply,Soyabeans,2006,Malawi,kcal/capita/day,3
Food supply,Soyabeans,2007,Malawi,kcal/capita/day,19
Food supply,Soyabeans,2008,Malawi,kcal/capita/day,23
Food supply,Soyabeans,2009,Malawi,kcal/capita/day,24
Food supply,Soyabeans,1961,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1962,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1963,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1964,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1965,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1966,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1967,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1968,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1969,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1970,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1971,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1972,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1973,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1974,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1975,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1976,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1977,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1978,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1979,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1980,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1981,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1982,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1983,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1984,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1985,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1986,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1987,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1988,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1989,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1990,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1991,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1992,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1993,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1994,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1995,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1996,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1997,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1998,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,1999,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,2000,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,2001,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,2002,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,2003,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,2004,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,2005,Malaysia,kcal/capita/day,1
Food supply,Soyabeans,2006,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,2007,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,2008,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,2009,Malaysia,kcal/capita/day,0
Food supply,Soyabeans,1961,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1962,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1963,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1964,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1965,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1966,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1967,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1968,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1969,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1970,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1971,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1972,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1973,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1974,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1975,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1976,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1977,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1978,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1979,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1980,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1981,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1982,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1983,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1984,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1985,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1986,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1987,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1988,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1989,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1990,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1991,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1992,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1993,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1994,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1995,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1996,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1997,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1998,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1999,Maldives,kcal/capita/day,0
Food supply,Soyabeans,2000,Maldives,kcal/capita/day,0
Food supply,Soyabeans,2001,Maldives,kcal/capita/day,0
Food supply,Soyabeans,2002,Maldives,kcal/capita/day,0
Food supply,Soyabeans,2003,Maldives,kcal/capita/day,0
Food supply,Soyabeans,2004,Maldives,kcal/capita/day,0
Food supply,Soyabeans,2005,Maldives,kcal/capita/day,1
Food supply,Soyabeans,2006,Maldives,kcal/capita/day,0
Food supply,Soyabeans,2007,Maldives,kcal/capita/day,0
Food supply,Soyabeans,2008,Maldives,kcal/capita/day,1
Food supply,Soyabeans,2009,Maldives,kcal/capita/day,0
Food supply,Soyabeans,1961,Mali,kcal/capita/day,0
Food supply,Soyabeans,1962,Mali,kcal/capita/day,0
Food supply,Soyabeans,1963,Mali,kcal/capita/day,0
Food supply,Soyabeans,1964,Mali,kcal/capita/day,0
Food supply,Soyabeans,1965,Mali,kcal/capita/day,0
Food supply,Soyabeans,1966,Mali,kcal/capita/day,0
Food supply,Soyabeans,1967,Mali,kcal/capita/day,0
Food supply,Soyabeans,1968,Mali,kcal/capita/day,0
Food supply,Soyabeans,1969,Mali,kcal/capita/day,0
Food supply,Soyabeans,1970,Mali,kcal/capita/day,0
Food supply,Soyabeans,1971,Mali,kcal/capita/day,0
Food supply,Soyabeans,1972,Mali,kcal/capita/day,0
Food supply,Soyabeans,1973,Mali,kcal/capita/day,0
Food supply,Soyabeans,1974,Mali,kcal/capita/day,0
Food supply,Soyabeans,1975,Mali,kcal/capita/day,0
Food supply,Soyabeans,1976,Mali,kcal/capita/day,0
Food supply,Soyabeans,1977,Mali,kcal/capita/day,0
Food supply,Soyabeans,1978,Mali,kcal/capita/day,0
Food supply,Soyabeans,1979,Mali,kcal/capita/day,0
Food supply,Soyabeans,1980,Mali,kcal/capita/day,1
Food supply,Soyabeans,1981,Mali,kcal/capita/day,1
Food supply,Soyabeans,1982,Mali,kcal/capita/day,1
Food supply,Soyabeans,1983,Mali,kcal/capita/day,1
Food supply,Soyabeans,1984,Mali,kcal/capita/day,1
Food supply,Soyabeans,1985,Mali,kcal/capita/day,1
Food supply,Soyabeans,1986,Mali,kcal/capita/day,1
Food supply,Soyabeans,1987,Mali,kcal/capita/day,1
Food supply,Soyabeans,1988,Mali,kcal/capita/day,1
Food supply,Soyabeans,1989,Mali,kcal/capita/day,1
